-6, -6, -3
6, 6, -2
-6, 6, 0
-6, -6, -3



6, 6, -2
-6, -6, -3
6, -6, -1
6, 6, -2



1.1835, -0.916497, -0.816497
1.1835, -0.916497, 0.816497
1.0835, -0.816497, -0.816497
1.1835, -0.916497, -0.816497



1.1335, -0.866497, -0.866497
1.1835, -0.916497, -0.816497
1.0835, -0.816497, -0.816497
1.1335, -0.866497, -0.866497



1.1835, -0.916497, 0.816497
1.0835, -0.816497, 0.816497
1.0835, -0.816497, -0.816497
1.1835, -0.916497, 0.816497



1.1835, -0.916497, 0.816497
1.1335, -0.866497, 0.866497
1.0835, -0.816497, 0.816497
1.1835, -0.916497, 0.816497



1.0835, -0.816497, -0.816497
1.0835, -0.816497, 0.816497
1.0835, 0.816497, 0.816497
1.0835, -0.816497, -0.816497



1.1835, -0.916497, -0.816497
2.8165, -0.916497, 0.816497
1.1835, -0.916497, 0.816497
1.1835, -0.916497, -0.816497



1.0835, -0.816497, -0.816497
1.0835, 0.816497, -0.816497
1.1835, -0.816497, -0.916497
1.0835, -0.816497, -0.816497



1.1335, -0.866497, -0.866497
1.0835, -0.816497, -0.816497
1.1835, -0.816497, -0.916497
1.1335, -0.866497, -0.866497



1.0835, 0.816497, -0.816497
1.1835, 0.816497, -0.916497
1.1835, -0.816497, -0.916497
1.0835, 0.816497, -0.816497



1.0835, 0.816497, -0.816497
1.1335, 0.866497, -0.866497
1.1835, 0.816497, -0.916497
1.0835, 0.816497, -0.816497



1.1835, -0.816497, -0.916497
1.1835, 0.816497, -0.916497
2.8165, 0.816497, -0.916497
1.1835, -0.816497, -0.916497



1.0835, -0.816497, -0.816497
1.0835, 0.816497, 0.816497
1.0835, 0.816497, -0.816497
1.0835, -0.816497, -0.816497



1.1835, -0.816497, -0.916497
2.8165, -0.916497, -0.816497
1.1835, -0.916497, -0.816497
1.1835, -0.816497, -0.916497



1.1835, -0.816497, -0.916497
1.1835, -0.916497, -0.816497
1.1335, -0.866497, -0.866497
1.1835, -0.816497, -0.916497



1.1835, -0.816497, -0.916497
2.8165, -0.816497, -0.916497
2.8165, -0.916497, -0.816497
1.1835, -0.816497, -0.916497



2.8165, -0.816497, -0.916497
2.8665, -0.866497, -0.866497
2.8165, -0.916497, -0.816497
2.8165, -0.816497, -0.916497



1.1835, -0.816497, -0.916497
2.8165, 0.816497, -0.916497
2.8165, -0.816497, -0.916497
1.1835, -0.816497, -0.916497



1.1835, -0.916497, -0.816497
2.8165, -0.916497, -0.816497
2.8165, -0.916497, 0.816497
1.1835, -0.916497, -0.816497



1.1835, -0.816497, 0.916497
1.1835, 0.816497, 0.916497
1.0835, -0.816497, 0.816497
1.1835, -0.816497, 0.916497



1.1335, -0.866497, 0.866497
1.1835, -0.816497, 0.916497
1.0835, -0.816497, 0.816497
1.1335, -0.866497, 0.866497



1.1835, 0.816497, 0.916497
1.0835, 0.816497, 0.816497
1.0835, -0.816497, 0.816497
1.1835, 0.816497, 0.916497



1.1835, 0.816497, 0.916497
1.1335, 0.866497, 0.866497
1.0835, 0.816497, 0.816497
1.1835, 0.816497, 0.916497



1.1835, -0.816497, 0.916497
2.8165, 0.816497, 0.916497
1.1835, 0.816497, 0.916497
1.1835, -0.816497, 0.916497



1.1835, -0.916497, 0.816497
2.8165, -0.816497, 0.916497
1.1835, -0.816497, 0.916497
1.1835, -0.916497, 0.816497



1.1835, -0.916497, 0.816497
1.1835, -0.816497, 0.916497
1.1335, -0.866497, 0.866497
1.1835, -0.916497, 0.816497



1.1835, -0.916497, 0.816497
2.8165, -0.916497, 0.816497
2.8165, -0.816497, 0.916497
1.1835, -0.916497, 0.816497



2.8165, -0.916497, 0.816497
2.8665, -0.866497, 0.866497
2.8165, -0.816497, 0.916497
2.8165, -0.916497, 0.816497



1.1835, -0.816497, 0.916497
2.8165, -0.816497, 0.916497
2.8165, 0.816497, 0.916497
1.1835, -0.816497, 0.916497



1.0835, 0.816497, -0.816497
1.1835, 0.916497, 0.816497
1.1835, 0.916497, -0.816497
1.0835, 0.816497, -0.816497



1.0835, 0.816497, -0.816497
1.1835, 0.916497, -0.816497
1.1335, 0.866497, -0.866497
1.0835, 0.816497, -0.816497



1.0835, 0.816497, -0.816497
1.0835, 0.816497, 0.816497
